MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21826626,600000,85718,-110.884.508,3.232.333,1.27,8300,1987,4,4,4207,2.5,"Compactor, Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Almond, Countertops: Corian",1,"Carpet, Ceramic Tile, Vinyl, Other: Parquet",258
21910459,630000,85718,-110.928.052,32.309.662,1.16,7993,1982,4,4,4341,2,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Black, Countertops: Granite, Microwave: Black, Oven: Cooktop",4,"Carpet, Mexican Tile",4
21913116,620750,85737,-111.006.053,32.415.917,0.51,5814.02,2001,4,4,3323,3,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1,"Carpet, Ceramic Tile",17
21831546,598975,85718,-110.866.974,32.300.098,0.85,4379.09,1985,4,3,3047,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Water Purifier, Countertops: granite, Microwave: above stove/oven, Oven: electric/gas stove",1,Ceramic Tile,34
21919781,650000,85745,-110.986.509,32.218.458,0.09,3566.21,2007,2,3,1780,0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless built in",0,Concrete,99
21917462,624000,85704,-110.988.645,32.330.616,0.86,6812.12,2003,3,4,3222,3,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: wall, Oven: wall",2,Mexican Tile,None
21922893,550000,85743,-111.083.143,32.320.883,3.6,8382.72,2002,4,4,3696,3,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Microwave: SS",3,Ceramic Tile,None
21920292,650000,85737,-11.100.244,32.415.263,0.4,6005.94,1999,4,3,3539,2.5,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: built-in, Oven: double",2,"Wood, Other: porcelain tile",17
21528287,632000,85658,-111.089.596,32.459.727,0.91,7811,2005,4,3,3052,2,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",82
21508526,607000,85718,-110.943.641,32.328.407,0.83,4469,1994,5,4,3279,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",45
21730279,640000,85750,-110.859.229,32.317.073,0.77,6566.49,1992,4,3,3211,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Microwave: Microwave, Oven: Oven",1,"Carpet, Mexican Tile",47
21917643,630000,85750,-110.866.212,32.327.803,0.85,5355.67,1999,4,3,2903,3,"Dishwasher, Double Sink, Electric Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in",1,"Carpet, Ceramic Tile",55
21533693,570000,85748,-11.073.477,32.234.966,4.46,6965.43,1981,4,5,5081,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3,"Concrete, Wood, Other",0
21401574,615000,85739,-110.896.724,3.253.208,0.19,4331.34,2005,3,3,2803,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",148
21408912,635000,85718,-110.909.622,32.320.068,0.21,4684,1995,3,3,3208,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Mexican Tile",323
21417129,649900,85745,-111.031.256,32.256.925,3.29,3375.33,2014,4,4,3673,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile",0
21414150,645000,85739,-110.857.585,32.550.826,0.33,4448.94,2006,3,4,3553,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",140
21430060,622000,85718,-110.933.837,32.332.622,1.1,5110.97,1999,5,4,3487,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",0
21502407,635000,85755,-110.975.535,32.425.736,1.29,7153,1998,4,4,3584,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",35
21517931,640000,85749,-110.730.037,32.301.395,3.31,4915.92,2006,5,3,3318,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",0
21513986,615000,85737,-110.948.495,32.400.219,0.48,9895.47,2004,3,3,3046,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",75
21508403,626500,85750,-110.838.316,32.276.868,0.22,261.55,2013,4,3,3132,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",89
21528006,625000,85718,-110.927.574,32.341.858,1,5150.09,1986,4,3,3368,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Mexican Tile",100
21501674,640000,85718,-110.903.189,32.323.772,1.13,4520.41,1977,4,4,3366,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Wood",0
21602739,631000,85749,-110.794.018,32.253.704,0.61,6145.97,1997,5,4,4010,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Concrete, Wood, Other",141
21615132,610000,85749,-110.727.023,32.269.708,6.63,9247,2006,5,5,5270,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",0
21609262,625000,85750,-110.812.505,3.227.526,0.5,5773,1984,5,4,4010,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Concrete, Natural Stone, Wood, Other",59
21611774,635000,85658,-111.068.943,32.435.012,0.23,7457.61,2013,4,3,2777,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Ceramic Tile,119
21622662,600000,85718,-110.932.454,32.303.437,1.18,5336.44,2001,4,4,2872,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Wood",0
21704404,600000,85716,-11.092.468,32.222.501,0.96,5102.08,1954,4,3,3774,3,"Dishwasher, Garbage Disposal, Oven",1,"Concrete, Mexican Tile",0
21229233,623000,85641,-110.658.691,3.208.999,3.4,6467,2006,4,5,4380,3,"Dishwasher, Oven",2,"Carpet, Natural Stone, Wood",65
21314134,650000,85750,-110.864.059,32.319.786,0.94,6340.19,1994,5,3,3523,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",35
21307490,607000,85718,-110.892.318,32.317.141,0.92,5066.64,1964,7,5,5006,6,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Natural Stone, Wood",21
21322953,625000,85718,-110.889.469,32.315.438,0.73,4908.59,1968,4,4,4181,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",21
21700136,550678.25,85718,-110.904.848,32.285.657,02.06,7511.42,1966,5,5,4022,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Other",0
21719085,640000,85716,-110.912.552,32.224.572,0.36,2080.87,1964,5,4,5758,0,"Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Stainless",2,"Carpet, Mexican Tile",0
21721498,635000,85718,-110.898.517,32.315.889,0.81,6699.58,1998,4,3,3757,3,"Dishwasher, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: GRANITE, Oven: DOUBLE",1,"Carpet, Ceramic Tile",105
21727382,620000,85745,-111.075.794,32.255.169,4.56,5828.97,1998,3,3,2840,3,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Black, Countertops: Granite",1,"Natural Stone, Wood",None
21725408,649900,85658,-111.047.787,32.431.993,0.85,7694.34,2011,4,4,3541,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave",1,"Carpet, Ceramic Tile, Wood",190
21804451,630000,85719,-110.961.392,32.234.887,0.19,2406.48,1921,5,3,3096,0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: White",1,"Carpet, Ceramic Tile, Vinyl, Wood",None
21812827,649900,85750,-110.851.919,32.278.543,0.89,6119.84,1996,3,3,3507,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: stainless",2,"Carpet, Ceramic Tile, Concrete",100
21807859,620000,85658,-111.091.368,32.459.276,0.89,8471.08,2006,3,3,3052,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Built in",1,"Carpet, Natural Stone",88
21805916,625000,85718,-110.897.185,32.329.955,0.83,4838,1966,5,3,3257,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: -",2,"Carpet, Ceramic Tile, Wood, Other: Itailian Porclaine",None
21825461,649900,85745,-111.067.392,32.300.365,01.08,5634.01,1989,3,3,3285,6,"Dishwasher, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Glass Top",2,"Carpet, Ceramic Tile, Other: Red Brick",None
21903221,637000,85750,-110.854.665,32.321.606,0.16,6030.13,1999,3,3,2218,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",1,"Carpet, Natural Stone",115
21813783,545000,85745,-111.103.946,32.241.681,4.37,13164.11,2008,3,4,5741,2,"Gas Range, Appliance Color: Black, Countertops: Granite",2,Carpet,None
21910462,665000,85749,-110.780.341,32.247.104,0.85,4409.07,1982,5,4,3541,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: stainless steel",2,Ceramic Tile,50
21908135,625000,85749,-110.764.294,32.255.118,3.51,4307.7,1974,4,3,3137,2,"Dishwasher, Electric Range, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite",2,Ceramic Tile,None
21913950,641000,85704,-110.989.601,32.385.176,01.05,6022.98,1996,5,3,3077,2,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless",1,"Ceramic Tile, Laminate, Other: High End Laminate",48
21923597,640000,85658,-111.052.582,32.436.411,1.1,7106.42,2012,4,4,2878,3,"Convection Oven, Dishwasher, Double Sink, Electric Oven, Garbage Disposal, Gas Cooktop, Island, Lazy Susan, Microwave, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile",63
21518673,632000,85737,-110.941.285,32.399.594,1.6,6871,1999,3,2,2641,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",75
21405273,615000,85716,-110.930.634,32.224.657,0.26,5000,1941,5,4,3300,2,"Dishwasher, Garbage Disposal, Oven",1,"Ceramic Tile, Wood",0
21606319,634000,85750,-110.868.872,32.331.831,0.98,5666.03,1993,4,4,3932,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Wood",219
21210270,620000,85749,-110.731.282,32.266.772,3.4,4328.15,2001,4,3,3193,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",0
21300374,642000,85750,-11.082.922,32.276.759,0.56,6481,1996,4,3,3390,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone",66
21726598,625000,85739,-110.894.623,32.525.801,0.3,4129.24,1999,4,4,3497,3,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile",185
21328971,620000,85718,-11.093.563,32.328.477,01.03,5043.63,1981,4,3,3600,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",9
21409547,600000,85658,-111.088.397,32.464.942,0.63,8044.24,2007,4,5,3942,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",113
21408705,630500,85750,-11.081.885,32.292.568,1.15,10116.7,2010,4,4,4325,3,"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Ceramic Tile",52
21412643,625000,85718,-110.920.147,32.313.934,0.13,4277,2005,3,3,3085,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Wood",183
21411939,635000,85718,-110.939.441,3.234.255,0.92,3747.09,1987,3,2,2245,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",100
21415729,607500,85750,-110.865.433,32.310.003,0.92,4277,1977,4,3,3189,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,Other,42
21411971,640000,85750,-110.829.197,32.280.467,0.69,5431,2003,4,4,3477,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Wood",111
21417336,630000,85750,-110.844.564,32.285.283,01.04,7984.3,1994,5,3,4169,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,75
21428298,635000,85750,-110.874.143,32.325.089,0.48,4360,1993,4,4,3105,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Natural Stone",60
21503665,615000,85718,-110.875.861,32.318.378,0.74,4922.02,1968,4,5,4617,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Ceramic Tile",21
21506041,658000,85750,-110.863.289,32.271.487,0.48,4072,1990,4,3,3397,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Mexican Tile, Wood",70
21507363,625000,85718,-110.911.145,32.286.012,0.66,5958.61,1998,3,3,2820,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Wood",52
21507438,625000,85749,-110.728.096,32.248.973,0.96,4875.11,2000,5,5,4063,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",0
21515196,592000,85748,-110.744.366,32.227.611,3.33,6128.74,1999,5,4,3757,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",63
21512615,645000,85755,-110.984.174,32.434.544,0.72,5869.39,2001,3,3,3238,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",10
21510584,635000,85750,-110.859.958,3.230.594,0.8,4908,1995,4,3,3347,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile, Wood",30
21518133,625000,85718,-110.911.145,32.286.012,0.66,5958.61,1998,4,3,2820,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Wood",52
21520456,649000,85743,-111.081.134,32.315.542,3.95,8051.18,2008,4,5,3550,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood",57
21509127,620000,85742,-111.019.638,32.422.703,0.83,6707.23,2012,4,3,2980,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",75
21611595,649000,85749,-110.797.633,32.255.228,01.04,4511.13,1995,6,5,4001,2,Dishwasher,3,"Ceramic Tile, Concrete",0
21611775,615000,85750,-110.831.054,32.321.722,01.07,7840.7,1991,5,4,3632,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Mexican Tile",81
21612409,636000,85742,-111.019.127,32.391.121,1.7,6319.96,2006,4,4,3476,3,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Natural Stone",55
21617368,642500,85719,-110.943.157,32.232.536,0.24,6833.88,1948,4,3,2835,0,"Dishwasher, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Wood",0
21617826,615000,85749,-11.075.508,32.299.891,8,6807.65,1984,4,3,4669,3,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Vinyl",0
21624615,636000,85737,-110.992.858,32.402.046,1.41,7431.24,2000,3,3,3518,7,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Mexican Tile",45
21626821,625000,85718,-110.925.522,32.327.211,0.8,5512.74,1986,3,3,2908,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Natural Stone",11
21629507,635000,85718,-110.885.532,32.283.427,1.92,2824.6,1972,4,3,3370,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile",5
21618258,630000,85641,-110.672.836,32.101.201,1.13,6947.32,2006,4,4,3575,3,"Dishwasher, Refrigerator, Microwave, Oven",2,"Carpet, Concrete",75
21701831,640000,85718,-110.921.187,32.284.401,1.99,4931.54,2000,3,2,2509,2,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Ceramic Tile",52
21702310,625000,85718,-11.094.139,32.312.291,1.32,5247,1961,3,3,3077,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,5
21532388,649000,85610,-109.826.223,31.712.332,117.02,4774.3,2008,3,4,3944,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile",42
21632798,620000,85718,-110.890.161,32.294.493,1.75,2961.86,1964,4,3,2933,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",6
21703301,635000,85749,-110.795.109,32.255.674,0.61,6535,1996,5,5,4364,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",149
21700159,611500,85641,-110.669.837,32.096.061,1.73,6599.8,2006,4,3,3493,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",75
21704259,643000,85755,-110.980.978,32.457.361,0.37,6886.69,2003,4,3,3002,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",73
21124642,635000,85750,-110.844.129,32.304.861,0.83,7046.04,1999,4,3,3340,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",40
21210469,609000,85737,-110.988.013,3.239.716,0.65,5920,1997,4,3,3043,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",51
21119808,600000,85718,-110.895.501,32.300.922,1.5,7045.83,1994,5,4,3890,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",0
21214916,649000,85755,-111.020.383,32.434.134,3.31,9059,2008,6,5,7983,6,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Natural Stone, Wood",0
21205831,629000,85718,-110.921.592,32.309.874,1.1,7753,1988,4,6,4671,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,154
21217774,640000,85737,-110.979.978,3.238.225,0.75,7498.65,1991,5,4,3671,5,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile, Natural Stone",6
21213097,625000,85718,-11.091.036,32.306.224,1.49,5487.28,1999,4,3,2901,2,"Dishwasher, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Wood",194
21300185,649000,85718,-110.891.585,32.329.552,0.87,4100.92,1965,3,3,2459,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Other,149
21223528,622000,85750,-110.814.518,32.276.846,0.75,4526.39,1987,4,3,2918,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",58
21302468,619500,85737,-110.989.164,32.401.573,0.74,5816,1998,3,3,3159,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",56
21303266,630000,85718,-11.091.102,32.314.732,0.16,5397.64,2004,3,3,2628,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",150
21316584,635000,85704,-110.993.095,32.324.668,0.57,6072,2007,4,4,3402,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete",46
21315475,630000,85737,-110.988.015,32.397.157,0.65,5771.09,1997,4,3,3043,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Wood",51
21316413,660000,85715,-110.846.009,3.225.883,5,6963,1936,4,3,2958,0,"Dishwasher, Refrigerator, Oven",1,"Carpet, Wood",0
21325345,610000,85718,-110.932.848,32.347.445,1.23,3893,1988,3,3,2825,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile",111
21323273,575000,85658,-111.092.245,32.461.711,0.59,7237,2005,3,3,3052,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,Ceramic Tile,76
21700089,615000,85750,-110.831.132,32.317.895,0.95,7009,1988,3,3,3051,2,"Dishwasher, Garbage Disposal, Refrigerator",3,"Carpet, Natural Stone",80
21703338,635000,85641,-110.667.812,32.100.101,1.94,7588,2007,3,3,3617,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",75
21711488,645000,85718,-110.958.677,32.317.692,0.84,5318.1,1985,4,4,2862,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Natural Stone",4
21707771,600000,85739,-110.872.982,32.531.726,0.2,4469.18,1996,3,4,3576,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile, Vinyl",199
21615888,645000,85745,-1.110.692,32.252.975,3.7,4388.13,2016,3,3,3015,3,None,0,Concrete,0
21726626,639500,85750,-110.852.833,32.320.211,0.16,5203.19,1998,3,3,2218,2,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite",1,"Carpet, Ceramic Tile",107
21727540,625000,85718,-110.886.481,32.294.651,1.46,5092.29,1976,3,3,3500,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: corion, Microwave: 0n counter, Oven: Built -in",1,"Carpet, Ceramic Tile, Concrete, Laminate",None
21727983,629000,85750,-110.869.803,32.279.915,0.97,4977.89,1972,6,4,4602,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Indoor Grill, Lazy Susan, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Microwave: Stainless, Oven: Stainless",1,"Carpet, Ceramic Tile, Laminate",31
21801813,650000,85719,-110.942.252,32.230.179,0.22,2856.17,1926,3,2,2049,2,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Corian",1,"Ceramic Tile, Concrete, Wood",0
21804375,627500,85718,-110.945.315,32.305.709,0.73,4210.92,1971,3,2,2606,2,"Dishwasher, Gas Range, Refrigerator, Appliance Color: Stainless, Microwave: BUILT-IN, Oven: ELECTRIC",1,"Concrete, Mexican Tile",85
21805974,649000,85718,-110.958.261,32.307.409,1.31,7895.25,1981,5,4,4659,3,"Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Almond, Countertops: Tile, Microwave: Free standing, Oven: Built In",3,"Carpet, Mexican Tile, Wood, Other: Brick",8.33
21802829,640000,85737,-110.964.714,32.405.546,0.42,7150.57,2014,4,3,2700,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Pantry: Closet, Oven: double SS",1,"Carpet, Ceramic Tile, Wood",75
21809523,630000,85755,-110.988.716,32.456.308,0.16,5739.53,2001,2,3,2549,2,"Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Gas",1,"Carpet, Natural Stone",100
21615351,500000,85646,-111.085.147,31.585.538,5,4218.32,2008,3,2,2248,2,"Dishwasher, Garbage Disposal, Refrigerator",0,Ceramic Tile,80
21608826,625000,85623,-11.092.851,32.584.376,0.39,3824.9,2011,3,4,3178,3,"Dishwasher, Garbage Disposal, Refrigerator",1,"Carpet, Ceramic Tile",169
21808008,638000,85750,-110.867.004,32.282.774,0.81,5338.52,1981,5,5,4413,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: .",2,"Ceramic Tile, Wood",31
21806371,600000,85755,-110.988.765,32.429.212,0.51,8378.67,2002,4,4,3713,3,"Dishwasher, Garbage Disposal, Island, Refrigerator, Reverse Osmosis, Countertops: Granite, Microwave: Built In, Oven: Built In",1,"Carpet, Ceramic Tile, Wood",36
21810775,617500,85718,-110.934.818,32.334.994,03.08,7926,1946,4,5,4693,0,"Dishwasher, Refrigerator, Appliance Color: Stainless",2,"Carpet, Ceramic Tile, Wood",None
21805214,630000,85745,-111.069.159,32.235.002,1,7525.12,1999,4,4,3520,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: Convection Double",4,"Laminate, Natural Stone",None
21823571,600000,85541,-11.133.586,34.314.889,2.49,1993,1975,4,2,2367,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: microwave, Oven: oven",2,"Ceramic Tile, Mexican Tile, Wood",0
21825719,640000,85755,-110.991.376,32.425.361,0.85,5992.04,2004,4,4,2868,3,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: Stainless Steel, Oven: Double Oven/cook top",1,"Carpet, Ceramic Tile, Other: Master Bedroom/ Tile",85
21821869,627650,85719,-110.942.203,32.240.921,0.17,4652.86,1992,6,3,3082,0,"Dishwasher, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Oven: Built in",0,"Carpet, Ceramic Tile, Wood",None
